scenario_id,method,env_id,prior_env_id,filter_env_id,switch_env_id,switch_at,after_switch_k,actions,actions_used,tau_s,epsilon,reward_mode,cost_unit,constraint_ci,constraint_delta,init_strategy,filter_margin,filter_prior_weight,filter_reset_on_switch,avg_cost_mean,avg_cost_std,violation_rate_mean,violation_rate_std,violations_first_100_mean,violations_first_100_std,violations_last_100_mean,violations_last_100_std,violations_after_switch_mean,violations_after_switch_std,violations_first_after_switch_k_mean,violations_first_after_switch_k_std,safe_set_empty_rate_mean,safe_set_empty_rate_std,safe_set_size_mean_mean,safe_set_size_mean_std,distinct_actions_pulled_mean,distinct_actions_pulled_std,pull_100_mean,pull_1000_mean,pull_2000_mean,pull_500_mean,regret_vs_oracle_mean,regret_vs_oracle_std,n_reps
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0.03_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.03,0.5,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.14471,0.10267348413019957,0.85529,0.10267348413019957,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.0,0.5,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.06192,0.037222693197683704,0.9380799999999999,0.037222693197683676,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0.5_m0_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.0,0.5,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.06192,0.037222693197683704,0.9380799999999999,0.037222693197683676,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0.01_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.01,0.0,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.08073000000000001,0.04864795302305466,0.91927,0.04864795302305465,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0.01_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.01,0.0,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.10873,0.04864795302305466,0.89127,0.04864795302305466,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0.02_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.02,0.0,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.10596,0.06681421853153562,0.89404,0.06681421853153562,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0.02_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.02,0.0,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.13796,0.06681421853153562,0.86204,0.06681421853153563,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0.03_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.03,0.0,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.14429,0.09834882209808517,0.85571,0.0983488220980852,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0.03_r1,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.03,0.0,1,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.18015,0.09787854512588343,0.81985,0.09787854512588344,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
E1_to_E2_actions_500_1000_2000_switch_mid,filter_ucb_online_w0_m0_r0,E1_scan90_stress_v5,,E1_scan90_stress_v5,E2_fixed_v01,500,50,"500,1000,2000","500,1000,2000",1.0,0.1,per_60s,mJ_per_60s,wilson,0.05,safe_seed,0.0,0.0,0,1515.3998368280422,8.436709832082496,0.01582,0.0038596069303188972,3.27,1.8026635736032277,0.0,0.0,0.0,0.0,0.0,0.0,0.06315,0.0373572366659143,0.9368500000000001,0.0373572366659143,1.0,0.0,0.0,0.0,0.0,1000.0,,,100
