ms,mV,uA,p_mW,program_id
# meta, firmware=TXSD_UCCS_D3_SCAN70, cond_id=4, tag=unk, subject=uccs_d3_scan70
146221,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
146231,4912,56400,277.0,TXSD_UCCS_D3_SCAN70_v1
146241,4912,56700,278.5,TXSD_UCCS_D3_SCAN70_v1
146251,4912,56300,276.5,TXSD_UCCS_D3_SCAN70_v1
146261,4912,56600,278.0,TXSD_UCCS_D3_SCAN70_v1
146271,4744,149300,708.3,TXSD_UCCS_D3_SCAN70_v1
146281,4912,55700,273.6,TXSD_UCCS_D3_SCAN70_v1
146291,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146301,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
146311,4912,57200,281.0,TXSD_UCCS_D3_SCAN70_v1
146321,4908,55600,272.9,TXSD_UCCS_D3_SCAN70_v1
146331,4912,57300,281.5,TXSD_UCCS_D3_SCAN70_v1
146341,4908,55700,273.4,TXSD_UCCS_D3_SCAN70_v1
